registration,vote_intention,vote_2020,employment,foreign_born,sex,household_income,education,state,age,agegroup,race
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"Less than $14,999",Completed some high school,MI,19,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$25,000 to $29,999",Masters degree,OK,55,40 to 60,White
Not registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Female,"$15,000 to $19,999",Completed some high school,SC,28,40 or less,American Indian or Alaska Native
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"Less than $14,999",Completed some high school,IL,28,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$15,000 to $19,999","Completed some college, but no degree",TN,30,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",Other post high school vocational training,PA,54,40 to 60,Other race
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"Less than $14,999",High school graduate,TX,19,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$65,000 to $69,999","Completed some college, but no degree",CA,54,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"$50,000 to $54,999",Completed some high school,GA,22,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",WI,38,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Other:,The United States,Male,"$25,000 to $29,999",Completed some high school,NC,61,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",CO,25,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Doctorate degree,NJ,39,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"$20,000 to $24,999",Completed some high school,LA,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$65,000 to $69,999",Completed some high school,IL,26,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$65,000 to $69,999",Other post high school vocational training,MA,40,40 or less,White
Not registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"Less than $14,999",Middle School - Grades 4 - 8,FL,26,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$100,000 to $124,999",High school graduate,OH,36,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$250,000 and above",Masters degree,FL,24,40 or less,Japanese
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"Less than $14,999",Other post high school vocational training,CA,62,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Male,"$20,000 to $24,999",3rd Grade or less,CA,36,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$60,000 to $64,999",Completed some high school,CA,44,40 to 60,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$60,000 to $64,999","Completed some college, but no degree",IL,45,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CA,30,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$250,000 and above",Other post high school vocational training,TX,29,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$45,000 to $49,999",Associate Degree,MI,30,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$55,000 to $59,999",Completed some high school,NY,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$70,000 to $74,999",Other post high school vocational training,IL,63,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$35,000 to $39,999",Completed some high school,TN,47,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MD,55,40 to 60,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"Less than $14,999","Completed some college, but no degree",NH,29,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$35,000 to $39,999",Completed some high school,WY,34,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$100,000 to $124,999",Associate Degree,FL,40,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Female,"$75,000 to $79,999","Completed some graduate, but no degree",GA,27,40 or less,White
Not registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$35,000 to $39,999",Completed some high school,TX,36,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",AZ,29,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"Less than $14,999",High school graduate,VA,38,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"Less than $14,999",Middle School - Grades 4 - 8,VA,61,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$75,000 to $79,999","Completed some college, but no degree",TX,49,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$20,000 to $24,999",Completed some high school,OK,22,40 or less,White
Not registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$15,000 to $19,999",High school graduate,AL,21,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$70,000 to $74,999",Masters degree,KY,60,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,38,40 or less,Chinese
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Female,"$250,000 and above","College Degree (such as B.A., B.S.)",NY,28,40 or less,Other Asians and Pacific Islander
Not registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"Less than $14,999",Completed some high school,NY,56,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$45,000 to $49,999",Other post high school vocational training,TX,36,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"$20,000 to $24,999","Completed some college, but no degree",MO,57,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$30,000 to $34,999",Other post high school vocational training,PA,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",IL,47,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999","Completed some college, but no degree",IA,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,Another country,Female,"Less than $14,999",Completed some high school,TX,49,40 to 60,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",GA,52,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$35,000 to $39,999",Masters degree,NY,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Student,The United States,Male,"$60,000 to $64,999",Other post high school vocational training,TX,24,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$20,000 to $24,999",Other post high school vocational training,WA,66,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"Less than $14,999","Completed some college, but no degree",AZ,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$60,000 to $64,999","Completed some college, but no degree",LA,58,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",AZ,35,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$25,000 to $29,999",Other post high school vocational training,NY,64,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Student,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",CO,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",AL,51,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$35,000 to $39,999",Associate Degree,NC,63,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NY,54,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",FL,24,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Male,"$75,000 to $79,999",Other post high school vocational training,MI,54,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$40,000 to $44,999",Other post high school vocational training,FL,31,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"Less than $14,999",Completed some high school,CA,37,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",MI,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"$25,000 to $29,999",Associate Degree,MT,64,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$25,000 to $29,999","Completed some graduate, but no degree",NV,70,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$45,000 to $49,999",Completed some high school,PA,45,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Female,"$15,000 to $19,999",Completed some high school,VA,46,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Student,The United States,Male,"$125,000 to $149,999",Completed some high school,WA,18,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"Less than $14,999","Completed some college, but no degree",AL,35,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"Less than $14,999",3rd Grade or less,DE,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$30,000 to $34,999","Completed some college, but no degree",TN,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"Less than $14,999","College Degree (such as B.A., B.S.)",LA,62,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$55,000 to $59,999",Masters degree,TX,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$65,000 to $69,999",Associate Degree,WI,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$35,000 to $39,999",Other post high school vocational training,TX,33,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",AR,24,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",PA,55,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",ID,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$20,000 to $24,999",Completed some high school,TX,35,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$125,000 to $149,999",Associate Degree,NY,58,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Female,"$25,000 to $29,999",Other post high school vocational training,MO,68,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$20,000 to $24,999",Associate Degree,NE,59,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$35,000 to $39,999",Associate Degree,LA,57,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NY,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$60,000 to $64,999","Completed some college, but no degree",NY,43,40 to 60,Other race
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$100,000 to $124,999",Masters degree,GA,34,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NY,29,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",VT,20,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"Less than $14,999","Completed some college, but no degree",PA,24,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,Another country,Male,"$15,000 to $19,999","Completed some college, but no degree",CA,30,40 or less,White
Not registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",OH,24,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$25,000 to $29,999","Completed some college, but no degree",TX,28,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Female,"Less than $14,999",Completed some high school,VA,32,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,Another country,Male,"$30,000 to $34,999",Masters degree,CA,72,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$100,000 to $124,999",High school graduate,NY,56,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$35,000 to $39,999",Associate Degree,OH,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$35,000 to $39,999","Completed some college, but no degree",MD,23,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$20,000 to $24,999","Completed some college, but no degree",VT,42,40 to 60,Other race
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",LA,40,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$75,000 to $79,999",Other post high school vocational training,NJ,48,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999",Completed some high school,IL,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Female,"$20,000 to $24,999",Completed some high school,MS,49,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",TX,26,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Other:,The United States,Male,"$40,000 to $44,999","Completed some college, but no degree",MN,53,40 to 60,White
Not registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",CO,39,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999","College Degree (such as B.A., B.S.)",MS,27,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Male,"Less than $14,999",Other post high school vocational training,KS,46,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$45,000 to $49,999",High school graduate,FL,55,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$175,000 to $199,999",Associate Degree,CA,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"$60,000 to $64,999",Other post high school vocational training,PA,33,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$25,000 to $29,999",High school graduate,CA,19,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",CA,60,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$40,000 to $44,999",High school graduate,NY,71,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,Another country,Male,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",NJ,55,40 to 60,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$15,000 to $19,999","Completed some college, but no degree",TX,59,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,31,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",NC,25,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$70,000 to $74,999",Associate Degree,MI,31,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$85,000 to $89,999","Completed some graduate, but no degree",MI,67,60 to 80,White
Not registered,"Yes, I will vote",Donald Trump,Self-employed,Another country,Female,"$25,000 to $29,999",Completed some high school,CA,51,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Student,The United States,Female,"$20,000 to $24,999",High school graduate,AL,18,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Female,"Less than $14,999",Associate Degree,MN,58,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",NY,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Other:,The United States,Female,"$25,000 to $29,999","Completed some college, but no degree",FL,57,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$95,000 to $99,999",Masters degree,OH,32,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$125,000 to $149,999",Masters degree,NY,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",VA,38,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",Masters degree,UT,30,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"Less than $14,999",High school graduate,GA,70,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",OH,29,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$100,000 to $124,999",Masters degree,TX,71,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,36,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",WI,63,60 to 80,White
Not registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"Less than $14,999",High school graduate,NC,35,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Part-time employed,The United States,Female,"$15,000 to $19,999","Completed some college, but no degree",TN,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999",Masters degree,AZ,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Female,"$65,000 to $69,999",High school graduate,FL,30,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",HI,75,60 to 80,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Full-time employed,Another country,Male,"$100,000 to $124,999",High school graduate,NY,33,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,Another country,Female,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",AZ,20,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$95,000 to $99,999",Masters degree,NY,32,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$30,000 to $34,999","Completed some college, but no degree",NJ,34,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$15,000 to $19,999",High school graduate,AR,66,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$40,000 to $44,999",Completed some high school,VA,38,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$55,000 to $59,999",Completed some high school,PA,31,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$200,000 to $249,999",Masters degree,CA,50,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$50,000 to $54,999","Completed some graduate, but no degree",CA,33,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Male,"$60,000 to $64,999",Associate Degree,UT,42,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",UT,44,40 to 60,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$250,000 and above","College Degree (such as B.A., B.S.)",MN,76,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$45,000 to $49,999",High school graduate,KY,54,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,Another country,Female,"Less than $14,999","College Degree (such as B.A., B.S.)",FL,31,40 or less,Other race
Don't know,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"Less than $14,999",High school graduate,LA,29,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$175,000 to $199,999",Masters degree,OH,73,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"$70,000 to $74,999",Other post high school vocational training,PA,59,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Self-employed,The United States,Male,"$15,000 to $19,999",Masters degree,NH,59,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"Less than $14,999","College Degree (such as B.A., B.S.)",CA,34,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$35,000 to $39,999",Completed some high school,TX,56,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Male,"$40,000 to $44,999","Completed some college, but no degree",VT,22,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MO,29,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$25,000 to $29,999",High school graduate,OH,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Female,"$100,000 to $124,999",Associate Degree,TX,56,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$45,000 to $49,999",Other post high school vocational training,NY,30,40 or less,Other race
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Male,"$15,000 to $19,999",Completed some high school,NC,19,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$125,000 to $149,999",Masters degree,FL,46,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Male,"$45,000 to $49,999",High school graduate,DE,41,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$125,000 to $149,999",Doctorate degree,FL,34,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$175,000 to $199,999",Doctorate degree,CA,73,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$35,000 to $39,999",Completed some high school,NC,25,40 or less,White
Not registered,"Yes, I will vote",Joe Biden,Part-time employed,Another country,Female,"$45,000 to $49,999",Masters degree,CT,37,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",VA,40,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Student,Another country,Male,"$150,000 to $174,999",High school graduate,VA,20,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$175,000 to $199,999",Associate Degree,CA,38,40 or less,Other race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$150,000 to $174,999",Completed some high school,LA,25,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"Less than $14,999",High school graduate,OH,37,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",FL,41,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$25,000 to $29,999","Completed some graduate, but no degree",IL,59,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Female,"$20,000 to $24,999","Completed some college, but no degree",OR,31,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Student,The United States,Female,"$15,000 to $19,999","Completed some college, but no degree",AZ,20,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"Less than $14,999",3rd Grade or less,CA,19,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Other:,The United States,Male,"$70,000 to $74,999",Other post high school vocational training,AR,51,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"Less than $14,999",Completed some high school,CA,28,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,23,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$35,000 to $39,999",High school graduate,WA,52,40 to 60,Japanese
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$35,000 to $39,999","Completed some college, but no degree",MI,59,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Self-employed,The United States,Male,"$250,000 and above",Other post high school vocational training,NY,59,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$30,000 to $34,999",Completed some high school,MS,42,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$15,000 to $19,999",Completed some high school,LA,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$150,000 to $174,999",Masters degree,CA,59,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",MO,34,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Other:,The United States,Male,"$20,000 to $24,999","Completed some college, but no degree",NY,33,40 or less,White
